# Env keys under C:\cevict-live (sorted by key name)
# Generated: 2026-02-04 04:29:54
#
KEY	HAS_VALUE	FILE(S)	VALUE_OR_MASKED
SINCH_SERVICE_PLAN_ID	yes	.env.local; .env.local.backup; .env.local_01142025; .env.template.txt; apps\.idea\.env.local; apps\ai-orchestrator\.env.local; apps\alexa-skill\.env.local; apps\alpha-hunter\arbitrage-v2\.env.local; apps\alpha-hunter\environments\prod\.env.local; apps\alpha-hunter\environments\prod\.env.local.backup; apps\alpha-hunter\environments\test\.env.local; apps\alpha-hunter\environments\test\.env.local; apps\audit-test\.env.local; apps\auspicio\.env.local; apps\banner-generator\.env.local; apps\brain\.env.local; apps\calmcast\.env.local; apps\cds-demo\.env.local; apps\cevict\.env.local; apps\cevict-ai\.env.local; apps\deployer\.env.local; apps\empire-c2\.env.local; apps\Fishy\.env.local; apps\gateway\.env.local; apps\gcc\.env.local; apps\google-assistant\.env.local; apps\gulfcoastcharters\.env.local; apps\kalshi-dash\.env.local; apps\launchpad\.env.local; apps\local-agent\.env.local; apps\petreunion\.env.local; apps\petreunion\scripts\petreunion\.env.local; apps\petreunion\scripts\petreunion\.vercel\.env.preview.local; apps\popthepopcorn\.env.local; apps\progno\.env.example; apps\progno\.env.local; apps\shared\.env.local; apps\smokersrights\.env.local; apps\solar-weather\.env.local; apps\supershopper\.env.local; apps\supershopper-v2\.env.local; apps\task-bot\.env.local; apps\trading-dashboard\.env.local; apps\wheretovacation\.env.local; backups\prod\.env.local; backups\prod\.env.local.backup; backups\_20260108_0705cevict\.env.local; backups\_20260108_0705launchpad\.env.local; backups\_20260108_0705petreunion\.env.local; backups\_20260108_0705petreunion\.vercel\.env.preview.local; backups\_20260108_0705popthepopcorn\.env.local; backups\_20260108_0705progno\.env.local; backups\_20260108_0705prognostication\.env.local; backups\_20260108_0705smokersrights\.env.local; backups\_20260108_0711cevict\.env.local; backups\_20260108_0711launchpad\.env.local; backups\_20260108_0711petreunion\.env.local; backups\_20260108_0711petreunion\.vercel\.env.preview.local; backups\_20260108_0711popthepopcorn\.env.local; backups\_20260108_0711progno\.env.local; backups\_20260108_0711prognostication\.env.local; backups\_20260108_0711smokersrights\.env.local; cloud-orchestrator\.env.example; old-cevict-monorepo\apps\smokersrights\.env.example; _wt_petreunion_push\apps\petreunion\.env.local	(use -IncludeValues to show)
SLACK_WEBHOOK_URL	yes	old-cevict-monorepo\apps\ai-orchestrator\.env.example	(use -IncludeValues to show)
SMOKERSRIGHTS_ADMIN_PASSWORD	yes	backups\_20260108_0705smokersrights\.env.local; backups\_20260108_0711smokersrights\.env.local; old-cevict-monorepo\apps\smokersrights\.env.example	(use -IncludeValues to show)
SMOKERSRIGHTS_API_KEY	yes	backups\_20260108_0705smokersrights\.env.local; backups\_20260108_0711smokersrights\.env.local; old-cevict-monorepo\apps\smokersrights\.env.example	(use -IncludeValues to show)
SMTP_HOST	yes	apps\alpha-hunter\environments\test\.env.local	(use -IncludeValues to show)
SMTP_PASS	yes	apps\alpha-hunter\environments\test\.env.local	(use -IncludeValues to show)
SMTP_PORT	yes	apps\alpha-hunter\environments\test\.env.local	(use -IncludeValues to show)
SMTP_USER	yes	apps\alpha-hunter\environments\test\.env.local; apps\alpha-hunter\environments\test\.env.local	(use -IncludeValues to show)
SPORTS_BLAZE_API_KEY	yes	apps\progno\.env.example	(use -IncludeValues to show)
SPORTS_MAX_MARKETS_PER_CYCLE	yes	.env.template.txt	(use -IncludeValues to show)
SPORTS_NEWS_API_URL	yes	.env.local_01142025; apps\.idea\.env.local; apps\ai-orchestrator\.env.local; apps\alexa-skill\.env.local; apps\alpha-hunter\arbitrage-v2\.env.local; apps\alpha-hunter\environments\prod\.env.local; apps\audit-test\.env.local; apps\auspicio\.env.local; apps\banner-generator\.env.local; apps\brain\.env.local; apps\calmcast\.env.local; apps\cds-demo\.env.local; apps\cevict\.env.local; apps\cevict-ai\.env.local; apps\deployer\.env.local; apps\empire-c2\.env.local; apps\Fishy\.env.local; apps\gateway\.env.local; apps\gcc\.env.local; apps\google-assistant\.env.local; apps\kalshi-dash\.env.local; apps\launchpad\.env.local; apps\local-agent\.env.local; apps\petreunion\.env.local; apps\petreunion\scripts\petreunion\.env.local; apps\popthepopcorn\.env.local; apps\progno\.env.local; apps\shared\.env.local; apps\smokersrights\.env.local; apps\solar-weather\.env.local; apps\supershopper\.env.local; apps\supershopper-v2\.env.local; apps\task-bot\.env.local; apps\trading-dashboard\.env.local; apps\wheretovacation\.env.local; backups\prod\.env.local; _wt_petreunion_push\apps\petreunion\.env.local	(use -IncludeValues to show)
SPORTSBLAZE_API_KEY	yes	.env.local; .env.local	(use -IncludeValues to show)
SPORTSDATA_IO_KEY	yes	apps\progno\.env.example	(use -IncludeValues to show)
SPORTSDATAIO_API_KEY	no	.env.template.txt	(use -IncludeValues to show)
STOP_LOSS_PERCENT	yes	apps\alpha-hunter\.env.example; apps\alpha-hunter\.env.local.backup_20251230_183203; apps\alpha-hunter\.env.local.MASTER_BACKUP; old-cevict-monorepo\apps\alpha-hunter\.env.example; _wt_petreunion_push\apps\alpha-hunter\.env.example; _wt_petreunion_push\apps\alpha-hunter\.env.local.backup_20251230_183203; _wt_petreunion_push\apps\alpha-hunter\.env.local.MASTER_BACKUP	(use -IncludeValues to show)
STRIPE_PRICE_ID_ENTERPRISE	no	apps\praxis.original\.env.example	(use -IncludeValues to show)
STRIPE_PRICE_ID_PRO	no	apps\praxis.original\.env.example	(use -IncludeValues to show)
STRIPE_SECRET_KEY	yes	.env.local.backup; .env.local_01142025; apps\.idea\.env.local; apps\ai-orchestrator\.env.local; apps\alexa-skill\.env.local; apps\alpha-hunter\arbitrage-v2\.env.local; apps\alpha-hunter\environments\prod\.env.local; apps\alpha-hunter\environments\prod\.env.local.backup; apps\alpha-hunter\environments\test\.env.local; apps\audit-test\.env.local; apps\auspicio\.env.local; apps\banner-generator\.env.local; apps\brain\.env.local; apps\calmcast\.env.local; apps\cds-demo\.env.local; apps\cevict\.env.local; apps\cevict-ai\.env.local; apps\deployer\.env.local; apps\empire-c2\.env.local; apps\Fishy\.env.local; apps\gateway\.env.local; apps\gcc\.env.local; apps\google-assistant\.env.local; apps\gulfcoastcharters\.env.local; apps\gulfcoastcharters\.env.local.example; apps\kalshi-dash\.env.local; apps\launchpad\.env.local; apps\local-agent\.env.local; apps\petreunion\.env.local; apps\petreunion\scripts\petreunion\.env.local; apps\petreunion\scripts\petreunion\.vercel\.env.preview.local; apps\popthepopcorn\.env.local; apps\praxis.original\.env.example; apps\progno\.env.local; apps\shared\.env.local; apps\smokersrights\.env.local; apps\solar-weather\.env.local; apps\supershopper\.env.local; apps\supershopper-v2\.env.local; apps\task-bot\.env.local; apps\trading-dashboard\.env.local; apps\wheretovacation\.env.local; backups\prod\.env.local; backups\prod\.env.local.backup; backups\_20260108_0705cevict\.env.local; backups\_20260108_0705launchpad\.env.local; backups\_20260108_0705local-agent\.env.local; backups\_20260108_0705petreunion\.env.local; backups\_20260108_0705petreunion\.vercel\.env.preview.local; backups\_20260108_0705prognostication\.env.local; backups\_20260108_0705smokersrights\.env.local; backups\_20260108_0711cevict\.env.local; backups\_20260108_0711launchpad\.env.local; backups\_20260108_0711local-agent\.env.local; backups\_20260108_0711petreunion\.env.local; backups\_20260108_0711petreunion\.vercel\.env.preview.local; backups\_20260108_0711prognostication\.env.local; backups\_20260108_0711smokersrights\.env.local; old-cevict-monorepo\apps\smokersrights\.env.example; old-cevict-monorepo\apps\wheretovacation\.env.local.example; _wt_petreunion_push\apps\petreunion\.env.local	(use -IncludeValues to show)
STRIPE_WEBHOOK_SECRET	yes	apps\gulfcoastcharters\.env.local.example; apps\praxis.original\.env.example; backups\_20260108_0705local-agent\.env.local; backups\_20260108_0705smokersrights\.env.local; backups\_20260108_0711local-agent\.env.local; backups\_20260108_0711smokersrights\.env.local; old-cevict-monorepo\apps\smokersrights\.env.example	(use -IncludeValues to show)
SUPABASE_ANON_KEY	no	.env.template.txt; apps\gulfcoastcharters\.env.example; old-cevict-monorepo\apps\wheretovacation\.env.example	(use -IncludeValues to show)
SUPABASE_DB_POOL_URL	yes	apps\gulfcoastcharters\.env.example; old-cevict-monorepo\apps\wheretovacation\.env.example	(use -IncludeValues to show)
SUPABASE_KEY	yes	.env.local.backup; apps\alpha-hunter\environments\prod\.env.local.backup; apps\petreunion\scripts\petreunion\.vercel\.env.preview.local; apps\prognostication\progno-massager\.env.example; apps\prognostication\progno-massager\.env.local.example; backups\prod\.env.local.backup; backups\_20260108_0705petreunion\.vercel\.env.preview.local; backups\_20260108_0711petreunion\.vercel\.env.preview.local; old-cevict-monorepo\apps\local-agent\.env.example; old-cevict-monorepo\apps\progno-massager\.env.example	(use -IncludeValues to show)
SUPABASE_SERVICE_KEY	yes	.env.template.txt; apps\gulfcoastcharters\.env.example; cloud-orchestrator\.env.example; old-cevict-monorepo\apps\wheretovacation\.env.example; old-cevict-monorepo\apps\wheretovacation\.env.local.example	(use -IncludeValues to show)
SUPABASE_SERVICE_ROLE_KEY	yes	.env.local; .env.local; .env.local.backup; .env.local_01142025; .env.template.txt; apps\.idea\.env.local; apps\ai-orchestrator\.env.local; apps\alexa-skill\.env.local; apps\alpha-hunter\.env.example; apps\alpha-hunter\.env.local; apps\alpha-hunter\.env.local.backup; apps\alpha-hunter\.env.local.backup2; apps\alpha-hunter\.env.local.backup_20251230_183203; apps\alpha-hunter\.env.local.backup_working; apps\alpha-hunter\.env.local.MASTER_BACKUP; apps\alpha-hunter\arbitrage-v2\.env.local; apps\alpha-hunter\environments\prod\.env.local; apps\alpha-hunter\environments\prod\.env.local.backup; apps\alpha-hunter\environments\test\.env.local; apps\alpha-hunter\environments\test\.env.local; apps\audit-test\.env.local; apps\auspicio\.env.local; apps\banner-generator\.env.local; apps\brain\.env.local; apps\calmcast\.env.local; apps\cds-demo\.env.local; apps\cevict\.env.local; apps\cevict\.env.local.backup; apps\cevict\apps\progno\.env.local; apps\cevict-ai\.env.local; apps\deployer\.env.local; apps\empire-c2\.env.local; apps\Fishy\.env.local; apps\gateway\.env.local; apps\gcc\.env.local; apps\google-assistant\.env.local; apps\gulfcoastcharters\.env.local; apps\gulfcoastcharters\.env.local.example; apps\kalshi-dash\.env.local; apps\launchpad\.env.local; apps\local-agent\.env.local; apps\petreunion\.env.local; apps\petreunion\scripts\petreunion\.env.local; apps\petreunion\scripts\petreunion\.vercel\.env.preview.local; apps\popthepopcorn\.env.local; apps\praxis.original\.env.example; apps\progno\.env.example; apps\progno\.env.local; apps\progno\apps\progno\.env.local; apps\prognostication\.env.example; apps\prognostication\.env.local; apps\prognostication\.env.local; apps\prognostication\progno-massager\.env.local; apps\prognostication\progno-massager\.env.local.example; apps\shared\.env.local; apps\smokersrights\.env.local; apps\solar-weather\.env.local; apps\supershopper\.env.local; apps\supershopper-v2\.env.local; apps\task-bot\.env.local; apps\trading-dashboard\.env.local; apps\wheretovacation\.env.local; apps\wheretovacation\.env.production; backups\prod\.env.local; backups\prod\.env.local.backup; backups\_20260108_0705ai-orchestrator\.env.local; backups\_20260108_0705auspicio\.env.local; backups\_20260108_0705brain\.env.local; backups\_20260108_0705cevict\.env.local; backups\_20260108_0705cevict\.env.local.backup; backups\_20260108_0705cevict\apps\progno\.env.local; backups\_20260108_0705cevict-ai\.env.local; backups\_20260108_0705gateway\.env.local; backups\_20260108_0705gcc\.env.local; backups\_20260108_0705launchpad\.env.local; backups\_20260108_0705local-agent\.env.local; backups\_20260108_0705petreunion\.env.local; backups\_20260108_0705petreunion\.vercel\.env.preview.local; backups\_20260108_0705popthepopcorn\.env.local; backups\_20260108_0705progno\.env.local; backups\_20260108_0705progno\apps\progno\.env.local; backups\_20260108_0705progno-massager\.env.local; backups\_20260108_0705prognostication\.env.local; backups\_20260108_0705smokersrights\.env.local; backups\_20260108_0705wheretovacation\.env.local; backups\_20260108_0705wheretovacation\.env.production; backups\_20260108_0711ai-orchestrator\.env.local; backups\_20260108_0711auspicio\.env.local; backups\_20260108_0711brain\.env.local; backups\_20260108_0711cevict\.env.local; backups\_20260108_0711cevict\.env.local.backup; backups\_20260108_0711cevict\apps\progno\.env.local; backups\_20260108_0711cevict-ai\.env.local; backups\_20260108_0711gateway\.env.local; backups\_20260108_0711gcc\.env.local; backups\_20260108_0711launchpad\.env.local; backups\_20260108_0711local-agent\.env.local; backups\_20260108_0711petreunion\.env.local; backups\_20260108_0711petreunion\.vercel\.env.preview.local; backups\_20260108_0711popthepopcorn\.env.local; backups\_20260108_0711progno\.env.local; backups\_20260108_0711progno\apps\progno\.env.local; backups\_20260108_0711progno-massager\.env.local; backups\_20260108_0711prognostication\.env.local; backups\_20260108_0711smokersrights\.env.local; backups\_20260108_0711wheretovacation\.env.local; backups\_20260108_0711wheretovacation\.env.production; old-cevict-monorepo\apps\alpha-hunter\.env.example; old-cevict-monorepo\apps\smokersrights\.env.example; old-cevict-monorepo\apps\wheretovacation\.env.local.example; old-cevict-monorepo\apps\wheretovacation\.env.production; _wt_petreunion_push\apps\alpha-hunter\.env.example; _wt_petreunion_push\apps\alpha-hunter\.env.local; _wt_petreunion_push\apps\alpha-hunter\.env.local.backup; _wt_petreunion_push\apps\alpha-hunter\.env.local.backup2; _wt_petreunion_push\apps\alpha-hunter\.env.local.backup_20251230_183203; _wt_petreunion_push\apps\alpha-hunter\.env.local.backup_working; _wt_petreunion_push\apps\alpha-hunter\.env.local.MASTER_BACKUP; _wt_petreunion_push\apps\petreunion\.env.local	(use -IncludeValues to show)
SUPABASE_URL	yes	.env.local; .env.local.backup; .env.template.txt; apps\alpha-hunter\arbitrage-v2\.env.local; apps\alpha-hunter\environments\test\.env.local; apps\alpha-hunter\environments\test\.env.local; apps\cevict\.env.local.backup; apps\gulfcoastcharters\.env.example; apps\gulfcoastcharters\.env.local; apps\petreunion\.env.local; apps\petreunion\scripts\petreunion\.env.local; apps\petreunion\scripts\petreunion\.vercel\.env.preview.local; apps\prognostication\progno-massager\.env.example; apps\prognostication\progno-massager\.env.local; apps\prognostication\progno-massager\.env.local.example; apps\supershopper-v2\.env.local; backups\_20260108_0705cevict\.env.local; backups\_20260108_0705cevict\.env.local.backup; backups\_20260108_0705launchpad\.env.local; backups\_20260108_0705local-agent\.env.local; backups\_20260108_0705petreunion\.env.local; backups\_20260108_0705petreunion\.vercel\.env.preview.local; backups\_20260108_0705progno-massager\.env.local; backups\_20260108_0711cevict\.env.local; backups\_20260108_0711cevict\.env.local.backup; backups\_20260108_0711launchpad\.env.local; backups\_20260108_0711local-agent\.env.local; backups\_20260108_0711petreunion\.env.local; backups\_20260108_0711petreunion\.vercel\.env.preview.local; backups\_20260108_0711progno-massager\.env.local; cloud-orchestrator\.env.example; old-cevict-monorepo\apps\local-agent\.env.example; old-cevict-monorepo\apps\progno-massager\.env.example; old-cevict-monorepo\apps\wheretovacation\.env.example; old-cevict-monorepo\apps\wheretovacation\.env.local.example; _wt_petreunion_push\apps\petreunion\.env.local	(use -IncludeValues to show)
SUPERVISOR_AUTONOMOUS_MODE	yes	apps\prognostication\progno-massager\.env.local; apps\prognostication\progno-massager\.env.local.example; backups\_20260108_0705progno-massager\.env.local; backups\_20260108_0711progno-massager\.env.local	(use -IncludeValues to show)
TELEGRAM_BOT_TOKEN	yes	old-cevict-monorepo\apps\ai-orchestrator\.env.example	(use -IncludeValues to show)
TELEGRAM_CHAT_ID	yes	old-cevict-monorepo\apps\ai-orchestrator\.env.example	(use -IncludeValues to show)
THE_ODDS_API_KEY	yes	.env.local; .env.local	(use -IncludeValues to show)
THUMBNAIL_SIZE	yes	apps\gulfcoastcharters\.env.example; old-cevict-monorepo\apps\wheretovacation\.env.example	(use -IncludeValues to show)
TRIPE_SECRET_KEY	yes	apps\popthepopcorn\.env.local	(use -IncludeValues to show)
TURBO_CACHE	yes	apps\petreunion\scripts\petreunion\.vercel\.env.preview.local; apps\wheretovacation\.vercel\.env.preview.local; backups\_20260108_0705petreunion\.vercel\.env.preview.local; backups\_20260108_0705wheretovacation\.vercel\.env.preview.local; backups\_20260108_0711petreunion\.vercel\.env.preview.local; backups\_20260108_0711wheretovacation\.vercel\.env.preview.local	(use -IncludeValues to show)
TURBO_DOWNLOAD_LOCAL_ENABLED	yes	apps\petreunion\scripts\petreunion\.vercel\.env.preview.local; apps\wheretovacation\.vercel\.env.preview.local; backups\_20260108_0705petreunion\.vercel\.env.preview.local; backups\_20260108_0705wheretovacation\.vercel\.env.preview.local; backups\_20260108_0711petreunion\.vercel\.env.preview.local; backups\_20260108_0711wheretovacation\.vercel\.env.preview.local	(use -IncludeValues to show)
TURBO_REMOTE_ONLY	yes	apps\petreunion\scripts\petreunion\.vercel\.env.preview.local; apps\wheretovacation\.vercel\.env.preview.local; backups\_20260108_0705petreunion\.vercel\.env.preview.local; backups\_20260108_0705wheretovacation\.vercel\.env.preview.local; backups\_20260108_0711petreunion\.vercel\.env.preview.local; backups\_20260108_0711wheretovacation\.vercel\.env.preview.local	(use -IncludeValues to show)
TURBO_RUN_SUMMARY	yes	apps\petreunion\scripts\petreunion\.vercel\.env.preview.local; apps\wheretovacation\.vercel\.env.preview.local; backups\_20260108_0705petreunion\.vercel\.env.preview.local; backups\_20260108_0705wheretovacation\.vercel\.env.preview.local; backups\_20260108_0711petreunion\.vercel\.env.preview.local; backups\_20260108_0711wheretovacation\.vercel\.env.preview.local	(use -IncludeValues to show)
TWILIO_ACCOUNT_SID	no	apps\praxis.original\.env.example	(use -IncludeValues to show)
TWILIO_AUTH_TOKEN	no	apps\praxis.original\.env.example	(use -IncludeValues to show)
TWILIO_PHONE_NUMBER	no	apps\praxis.original\.env.example	(use -IncludeValues to show)
TWITTER_ACCESS_SECRET	yes	apps\twitter\twitter-bot\.env	(use -IncludeValues to show)
TWITTER_ACCESS_TOKEN	yes	apps\twitter\twitter-bot\.env	(use -IncludeValues to show)
TWITTER_API_KEY	yes	apps\twitter\twitter-bot\.env	(use -IncludeValues to show)
TWITTER_API_SECRET	yes	apps\twitter\twitter-bot\.env	(use -IncludeValues to show)
TWITTER_BEARER_TOKEN	no	apps\alpha-hunter\.env.example; apps\alpha-hunter\.env.local.backup_20251230_183203; apps\alpha-hunter\.env.local.MASTER_BACKUP; apps\progno\.env.local; old-cevict-monorepo\apps\alpha-hunter\.env.example; _wt_petreunion_push\apps\alpha-hunter\.env.example; _wt_petreunion_push\apps\alpha-hunter\.env.local.backup_20251230_183203; _wt_petreunion_push\apps\alpha-hunter\.env.local.MASTER_BACKUP	(use -IncludeValues to show)
USE_OLLAMA_GUARD	yes	.env.local_01142025; apps\.idea\.env.local; apps\ai-orchestrator\.env.local; apps\alexa-skill\.env.local; apps\alpha-hunter\arbitrage-v2\.env.local; apps\alpha-hunter\environments\prod\.env.local; apps\alpha-hunter\environments\prod\.env.local.backup; apps\audit-test\.env.local; apps\auspicio\.env.local; apps\banner-generator\.env.local; apps\brain\.env.local; apps\calmcast\.env.local; apps\cds-demo\.env.local; apps\cevict\.env.local; apps\cevict-ai\.env.local; apps\deployer\.env.local; apps\empire-c2\.env.local; apps\Fishy\.env.local; apps\gateway\.env.local; apps\gcc\.env.local; apps\google-assistant\.env.local; apps\kalshi-dash\.env.local; apps\launchpad\.env.local; apps\local-agent\.env.local; apps\petreunion\.env.local; apps\petreunion\scripts\petreunion\.env.local; apps\popthepopcorn\.env.local; apps\progno\.env.local; apps\shared\.env.local; apps\smokersrights\.env.local; apps\solar-weather\.env.local; apps\supershopper\.env.local; apps\supershopper\.env.local; apps\supershopper-v2\.env.local; apps\task-bot\.env.local; apps\trading-dashboard\.env.local; apps\wheretovacation\.env.local; backups\prod\.env.local; backups\prod\.env.local.backup; _wt_petreunion_push\apps\petreunion\.env.local	(use -IncludeValues to show)
VALIDATOR_SECRET	yes	old-cevict-monorepo\apps\cevict\.env.example	(use -IncludeValues to show)
VERCEL	yes	apps\petreunion\scripts\petreunion\.vercel\.env.preview.local; apps\wheretovacation\.vercel\.env.preview.local; backups\_20260108_0705petreunion\.vercel\.env.preview.local; backups\_20260108_0705wheretovacation\.vercel\.env.preview.local; backups\_20260108_0711petreunion\.vercel\.env.preview.local; backups\_20260108_0711wheretovacation\.vercel\.env.preview.local	(use -IncludeValues to show)
VERCEL_ENV	yes	apps\petreunion\scripts\petreunion\.vercel\.env.preview.local; apps\wheretovacation\.vercel\.env.preview.local; backups\_20260108_0705petreunion\.vercel\.env.preview.local; backups\_20260108_0705wheretovacation\.vercel\.env.preview.local; backups\_20260108_0711petreunion\.vercel\.env.preview.local; backups\_20260108_0711wheretovacation\.vercel\.env.preview.local	(use -IncludeValues to show)
VERCEL_GIT_COMMIT_AUTHOR_LOGIN	yes	apps\petreunion\scripts\petreunion\.vercel\.env.preview.local; apps\wheretovacation\.vercel\.env.preview.local; backups\_20260108_0705petreunion\.vercel\.env.preview.local; backups\_20260108_0705wheretovacation\.vercel\.env.preview.local; backups\_20260108_0711petreunion\.vercel\.env.preview.local; backups\_20260108_0711wheretovacation\.vercel\.env.preview.local	(use -IncludeValues to show)
VERCEL_GIT_COMMIT_AUTHOR_NAME	yes	apps\petreunion\scripts\petreunion\.vercel\.env.preview.local; apps\wheretovacation\.vercel\.env.preview.local; backups\_20260108_0705petreunion\.vercel\.env.preview.local; backups\_20260108_0705wheretovacation\.vercel\.env.preview.local; backups\_20260108_0711petreunion\.vercel\.env.preview.local; backups\_20260108_0711wheretovacation\.vercel\.env.preview.local	(use -IncludeValues to show)
VERCEL_GIT_COMMIT_MESSAGE	yes	apps\petreunion\scripts\petreunion\.vercel\.env.preview.local; apps\wheretovacation\.vercel\.env.preview.local; backups\_20260108_0705petreunion\.vercel\.env.preview.local; backups\_20260108_0705wheretovacation\.vercel\.env.preview.local; backups\_20260108_0711petreunion\.vercel\.env.preview.local; backups\_20260108_0711wheretovacation\.vercel\.env.preview.local	(use -IncludeValues to show)
VERCEL_GIT_COMMIT_REF	yes	apps\petreunion\scripts\petreunion\.vercel\.env.preview.local; apps\wheretovacation\.vercel\.env.preview.local; backups\_20260108_0705petreunion\.vercel\.env.preview.local; backups\_20260108_0705wheretovacation\.vercel\.env.preview.local; backups\_20260108_0711petreunion\.vercel\.env.preview.local; backups\_20260108_0711wheretovacation\.vercel\.env.preview.local	(use -IncludeValues to show)
VERCEL_GIT_COMMIT_SHA	yes	apps\petreunion\scripts\petreunion\.vercel\.env.preview.local; apps\wheretovacation\.vercel\.env.preview.local; backups\_20260108_0705petreunion\.vercel\.env.preview.local; backups\_20260108_0705wheretovacation\.vercel\.env.preview.local; backups\_20260108_0711petreunion\.vercel\.env.preview.local; backups\_20260108_0711wheretovacation\.vercel\.env.preview.local	(use -IncludeValues to show)
VERCEL_GIT_PREVIOUS_SHA	yes	apps\petreunion\scripts\petreunion\.vercel\.env.preview.local; apps\wheretovacation\.vercel\.env.preview.local; backups\_20260108_0705petreunion\.vercel\.env.preview.local; backups\_20260108_0705wheretovacation\.vercel\.env.preview.local; backups\_20260108_0711petreunion\.vercel\.env.preview.local; backups\_20260108_0711wheretovacation\.vercel\.env.preview.local	(use -IncludeValues to show)
VERCEL_GIT_PROVIDER	yes	apps\petreunion\scripts\petreunion\.vercel\.env.preview.local; apps\wheretovacation\.vercel\.env.preview.local; backups\_20260108_0705petreunion\.vercel\.env.preview.local; backups\_20260108_0705wheretovacation\.vercel\.env.preview.local; backups\_20260108_0711petreunion\.vercel\.env.preview.local; backups\_20260108_0711wheretovacation\.vercel\.env.preview.local	(use -IncludeValues to show)
VERCEL_GIT_PULL_REQUEST_ID	yes	apps\petreunion\scripts\petreunion\.vercel\.env.preview.local; apps\wheretovacation\.vercel\.env.preview.local; backups\_20260108_0705petreunion\.vercel\.env.preview.local; backups\_20260108_0705wheretovacation\.vercel\.env.preview.local; backups\_20260108_0711petreunion\.vercel\.env.preview.local; backups\_20260108_0711wheretovacation\.vercel\.env.preview.local	(use -IncludeValues to show)
VERCEL_GIT_REPO_ID	yes	apps\petreunion\scripts\petreunion\.vercel\.env.preview.local; apps\wheretovacation\.vercel\.env.preview.local; backups\_20260108_0705petreunion\.vercel\.env.preview.local; backups\_20260108_0705wheretovacation\.vercel\.env.preview.local; backups\_20260108_0711petreunion\.vercel\.env.preview.local; backups\_20260108_0711wheretovacation\.vercel\.env.preview.local	(use -IncludeValues to show)
VERCEL_GIT_REPO_OWNER	yes	apps\petreunion\scripts\petreunion\.vercel\.env.preview.local; apps\wheretovacation\.vercel\.env.preview.local; backups\_20260108_0705petreunion\.vercel\.env.preview.local; backups\_20260108_0705wheretovacation\.vercel\.env.preview.local; backups\_20260108_0711petreunion\.vercel\.env.preview.local; backups\_20260108_0711wheretovacation\.vercel\.env.preview.local	(use -IncludeValues to show)
VERCEL_GIT_REPO_SLUG	yes	apps\petreunion\scripts\petreunion\.vercel\.env.preview.local; apps\wheretovacation\.vercel\.env.preview.local; backups\_20260108_0705petreunion\.vercel\.env.preview.local; backups\_20260108_0705wheretovacation\.vercel\.env.preview.local; backups\_20260108_0711petreunion\.vercel\.env.preview.local; backups\_20260108_0711wheretovacation\.vercel\.env.preview.local	(use -IncludeValues to show)
VERCEL_OIDC_TOKEN	yes	apps\gulfcoastcharters\.env.local; apps\petreunion\.env.local; apps\petreunion\scripts\petreunion\.vercel\.env.preview.local; apps\progno\apps\progno\.env.local; apps\prognostication\.env.local.backup_20251230_183203; apps\prognostication\.env.local.MASTER_BACKUP; apps\wheretovacation\.vercel\.env.preview.local; backups\_20260108_0705auspicio\.env.local; backups\_20260108_0705cevict\.env.local; backups\_20260108_0705cevict-ai\.env.local; backups\_20260108_0705launchpad\.env.local; backups\_20260108_0705petreunion\.env.local; backups\_20260108_0705petreunion\.vercel\.env.preview.local; backups\_20260108_0705popthepopcorn\.env.local; backups\_20260108_0705progno\.env.local; backups\_20260108_0705progno\apps\progno\.env.local; backups\_20260108_0705wheretovacation\.vercel\.env.preview.local; backups\_20260108_0711auspicio\.env.local; backups\_20260108_0711cevict\.env.local; backups\_20260108_0711cevict-ai\.env.local; backups\_20260108_0711launchpad\.env.local; backups\_20260108_0711petreunion\.env.local; backups\_20260108_0711petreunion\.vercel\.env.preview.local; backups\_20260108_0711popthepopcorn\.env.local; backups\_20260108_0711progno\.env.local; backups\_20260108_0711progno\apps\progno\.env.local; backups\_20260108_0711wheretovacation\.vercel\.env.preview.local; _wt_petreunion_push\apps\petreunion\.env.local; _wt_petreunion_push\apps\prognostication\.env.local.backup_20251230_183203; _wt_petreunion_push\apps\prognostication\.env.local.MASTER_BACKUP	(use -IncludeValues to show)
VERCEL_TARGET_ENV	yes	apps\petreunion\scripts\petreunion\.vercel\.env.preview.local; apps\wheretovacation\.vercel\.env.preview.local; backups\_20260108_0705petreunion\.vercel\.env.preview.local; backups\_20260108_0705wheretovacation\.vercel\.env.preview.local; backups\_20260108_0711petreunion\.vercel\.env.preview.local; backups\_20260108_0711wheretovacation\.vercel\.env.preview.local	(use -IncludeValues to show)
VERCEL_TEAM_ID	no	backups\_20260108_0705local-agent\.env.local; backups\_20260108_0711local-agent\.env.local	(use -IncludeValues to show)
VERCEL_TOKEN	no	backups\_20260108_0705local-agent\.env.local; backups\_20260108_0711local-agent\.env.local	(use -IncludeValues to show)
VERCEL_URL	yes	apps\petreunion\scripts\petreunion\.vercel\.env.preview.local; apps\wheretovacation\.vercel\.env.preview.local; backups\_20260108_0705petreunion\.vercel\.env.preview.local; backups\_20260108_0705wheretovacation\.vercel\.env.preview.local; backups\_20260108_0711petreunion\.vercel\.env.preview.local; backups\_20260108_0711wheretovacation\.vercel\.env.preview.local	(use -IncludeValues to show)
